radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal,created_dt,updated_dt,network_type,provider,governorate,district,elevation_m
UMTS,415,1,3103,673782,270,35.589,33.8244,1000,3,1,1727229041,1727249344,0,2024-09-25 01:50:41+00:00,2024-09-25 07:29:04+00:00,3G,Alfa,Mount Lebanon,Aley,588
UMTS,415,1,3103,671532,454,35.59,33.8254,1000,4,1,1727229051,1727249344,0,2024-09-25 01:50:51+00:00,2024-09-25 07:29:04+00:00,3G,Alfa,Mount Lebanon,Baabda,608
UMTS,415,1,3103,671531,318,35.5918,33.8282,1000,14,1,1727229071,1727249344,0,2024-09-25 01:51:11+00:00,2024-09-25 07:29:04+00:00,3G,Alfa,Mount Lebanon,Baabda,656
UMTS,415,1,3103,671523,366,35.6017,33.8216,1000,18,1,1727229161,1727249344,0,2024-09-25 01:52:41+00:00,2024-09-25 07:29:04+00:00,3G,Alfa,Mount Lebanon,Aley,743
UMTS,415,1,3103,671521,350,35.6077,33.8165,1000,22,1,1727229241,1727249345,0,2024-09-25 01:54:01+00:00,2024-09-25 07:29:05+00:00,3G,Alfa,Mount Lebanon,Aley,812
UMTS,415,1,3103,674774,55,35.6141,33.8152,1000,9,1,1727229321,1727249345,0,2024-09-25 01:55:21+00:00,2024-09-25 07:29:05+00:00,3G,Alfa,Mount Lebanon,Aley,890
UMTS,415,1,3103,674772,430,35.6185,33.8147,1000,8,1,1727229341,1727249345,0,2024-09-25 01:55:41+00:00,2024-09-25 07:29:05+00:00,3G,Alfa,Mount Lebanon,Aley,923
UMTS,415,1,3103,693072,110,35.6217,33.8129,1000,12,1,1727229361,1727249345,0,2024-09-25 01:56:01+00:00,2024-09-25 07:29:05+00:00,3G,Alfa,Mount Lebanon,Aley,960
UMTS,415,1,3103,693071,102,35.626,33.8127,1000,9,1,1727229401,1727249345,0,2024-09-25 01:56:41+00:00,2024-09-25 07:29:05+00:00,3G,Alfa,Mount Lebanon,Baabda,1008
LTE,415,1,113,11091208,-1,35.6313,33.8131,1000,4,1,1727229451,1727249345,0,2024-09-25 01:57:31+00:00,2024-09-25 07:29:05+00:00,4G,Alfa,Mount Lebanon,Aley,1021
UMTS,415,1,5102,365934,196,35.6438,33.8082,1000,10,1,1727229536,1727249703,0,2024-09-25 01:58:56+00:00,2024-09-25 07:35:03+00:00,3G,Alfa,Mount Lebanon,Aley,1051
UMTS,415,1,5102,364841,100,35.6513,33.8074,861,27,1,1727229546,1727249703,0,2024-09-25 01:59:06+00:00,2024-09-25 07:35:03+00:00,3G,Alfa,Mount Lebanon,Aley,1068
UMTS,415,1,5102,362892,475,35.6662,33.8028,1000,24,1,1727229616,1727249704,0,2024-09-25 02:00:16+00:00,2024-09-25 07:35:04+00:00,3G,Alfa,Mount Lebanon,Aley,1144
UMTS,415,1,5102,365521,380,35.7411,33.8015,1000,5,1,1727229982,1727249944,0,2024-09-25 02:06:22+00:00,2024-09-25 07:39:04+00:00,3G,Alfa,Mount Lebanon,Baabda,1494
LTE,415,1,113,11559176,-1,35.7558,33.8115,1000,8,1,1727230082,1727249945,0,2024-09-25 02:08:02+00:00,2024-09-25 07:39:05+00:00,4G,Alfa,Mount Lebanon,Baabda,1550
LTE,415,1,113,11520774,-1,35.7556,33.8119,1000,4,1,1727230092,1727249945,0,2024-09-25 02:08:12+00:00,2024-09-25 07:39:05+00:00,4G,Alfa,Mount Lebanon,Baabda,1545
UMTS,415,1,5102,384213,113,35.7653,33.8111,869,28,1,1727230102,1727250603,0,2024-09-25 02:08:22+00:00,2024-09-25 07:50:03+00:00,3G,Alfa,Mount Lebanon,Baabda,1559
LTE,415,1,113,11559171,-1,35.7673,33.8108,1000,22,1,1727230132,1727250603,0,2024-09-25 02:08:52+00:00,2024-09-25 07:50:03+00:00,4G,Alfa,Mount Lebanon,Baabda,1548
UMTS,415,1,5102,384211,97,35.7921,33.8064,1164,50,1,1727230229,1727250604,0,2024-09-25 02:10:29+00:00,2024-09-25 07:50:04+00:00,3G,Alfa,Bekaa,Zahle,1331
LTE,415,1,115,11553538,-1,35.8085,33.804,1000,21,1,1727230509,1727250604,0,2024-09-25 02:15:09+00:00,2024-09-25 07:50:04+00:00,4G,Alfa,Bekaa,Zahle,1179
UMTS,415,1,5102,383992,33,35.809,33.804,1000,19,1,1727230519,1727250604,0,2024-09-25 02:15:19+00:00,2024-09-25 07:50:04+00:00,3G,Alfa,Bekaa,Zahle,1175
UMTS,415,1,6182,378113,228,35.8106,33.8035,1000,3,1,1727230559,1727250604,0,2024-09-25 02:15:59+00:00,2024-09-25 07:50:04+00:00,3G,Alfa,Bekaa,Zahle,1173
LTE,415,1,115,11553539,-1,35.8152,33.8067,1000,11,1,1727230599,1727250604,0,2024-09-25 02:16:39+00:00,2024-09-25 07:50:04+00:00,4G,Alfa,Bekaa,Zahle,1177
LTE,415,1,115,11543555,-1,35.8179,33.8095,1000,6,1,1727230659,1727250604,0,2024-09-25 02:17:39+00:00,2024-09-25 07:50:04+00:00,4G,Alfa,Bekaa,Zahle,1151
LTE,415,1,118,11531014,-1,35.825,33.811,1000,4,1,1727230739,1727250604,0,2024-09-25 02:18:59+00:00,2024-09-25 07:50:04+00:00,4G,Alfa,Bekaa,Zahle,1068
UMTS,415,1,6182,383111,212,35.826,33.811,1000,8,1,1727230739,1727250604,0,2024-09-25 02:18:59+00:00,2024-09-25 07:50:04+00:00,3G,Alfa,Bekaa,Zahle,1058
LTE,415,1,118,11531009,-1,35.8269,33.811,1000,4,1,1727230749,1727250604,0,2024-09-25 02:19:09+00:00,2024-09-25 07:50:04+00:00,4G,Alfa,Bekaa,Zahle,1053
LTE,415,1,118,11531010,-1,35.8244,33.7964,1000,13,1,1727230941,1727251085,0,2024-09-25 02:22:21+00:00,2024-09-25 07:58:05+00:00,4G,Alfa,Bekaa,Zahle,943
LTE,415,1,118,11549700,-1,35.814,33.7748,1377,37,1,1727231121,1727251085,0,2024-09-25 02:25:21+00:00,2024-09-25 07:58:05+00:00,4G,Alfa,Bekaa,Zahle,898
LTE,415,1,118,11549705,-1,35.8163,33.7822,1000,6,1,1727231151,1727251085,0,2024-09-25 02:25:51+00:00,2024-09-25 07:58:05+00:00,4G,Alfa,Bekaa,Zahle,908
UMTS,415,1,6182,383844,444,35.8126,33.7707,1000,19,1,1727231221,1727251085,0,2024-09-25 02:27:01+00:00,2024-09-25 07:58:05+00:00,3G,Alfa,Bekaa,Zahle,901
UMTS,415,1,6182,383843,328,35.8069,33.7584,939,31,1,1727231271,1727251324,0,2024-09-25 02:27:51+00:00,2024-09-25 08:02:04+00:00,3G,Alfa,Bekaa,Zahle,892
LTE,415,1,118,11549699,-1,35.8039,33.755,1195,45,1,1727231284,1727251324,0,2024-09-25 02:28:04+00:00,2024-09-25 08:02:04+00:00,4G,Alfa,Bekaa,Zahle,899
LTE,415,1,118,11549698,-1,35.7905,33.741,3058,16,1,1727231384,1727251325,0,2024-09-25 02:29:44+00:00,2024-09-25 08:02:05+00:00,4G,Alfa,Bekaa,West Bekaa,891
LTE,415,1,118,11549703,-1,35.7835,33.7324,1000,6,1,1727231443,1727251324,0,2024-09-25 02:30:43+00:00,2024-09-25 08:02:04+00:00,4G,Alfa,Bekaa,West Bekaa,892
UMTS,415,1,5102,384163,249,35.7662,33.6474,1000,6,1,1727231947,1727251865,0,2024-09-25 02:39:07+00:00,2024-09-25 08:11:05+00:00,3G,Alfa,Bekaa,West Bekaa,901
LTE,415,3,113,1884447,-1,35.5872,33.9265,1000,17,1,1727440363,1755264542,0,2024-09-27 12:32:43+00:00,2025-08-15 13:29:02+00:00,4G,Touch,Mount Lebanon,El Meten,34
LTE,415,3,113,1884449,-1,35.5839,33.9193,1000,18,1,1727440403,1755264542,0,2024-09-27 12:33:23+00:00,2025-08-15 13:29:02+00:00,4G,Touch,Mount Lebanon,El Meten,27
LTE,415,3,113,1877255,-1,35.5892,33.9193,1000,18,1,1727440483,1751919370,0,2024-09-27 12:34:43+00:00,2025-07-07 20:16:10+00:00,4G,Touch,Mount Lebanon,El Meten,34
LTE,415,3,113,1877281,-1,35.5933,33.9155,1000,5,1,1727440699,1727694066,0,2024-09-27 12:38:19+00:00,2024-09-30 11:01:06+00:00,4G,Touch,Mount Lebanon,El Meten,94
LTE,415,3,113,2214146,-1,35.6097,33.9233,1000,1,1,1727440919,1727440919,0,2024-09-27 12:41:59+00:00,2024-09-27 12:41:59+00:00,4G,Touch,Mount Lebanon,El Meten,305
LTE,415,1,412,10591490,-1,35.5962,33.9158,1000,5,1,1727440741,1728676089,0,2024-09-27 12:39:01+00:00,2024-10-11 19:48:09+00:00,4G,Alfa,Mount Lebanon,El Meten,131
LTE,415,1,412,10568972,-1,35.6022,33.9175,1000,12,1,1727440794,1758410883,0,2024-09-27 12:39:54+00:00,2025-09-20 23:28:03+00:00,4G,Alfa,Mount Lebanon,El Meten,184
LTE,415,1,412,10533389,-1,35.6009,33.9168,1000,6,1,1727440804,1758410883,0,2024-09-27 12:40:04+00:00,2025-09-20 23:28:03+00:00,4G,Alfa,Mount Lebanon,El Meten,168
LTE,415,1,412,10568973,-1,35.6055,33.9217,1000,10,1,1727440834,1758410884,0,2024-09-27 12:40:34+00:00,2025-09-20 23:28:04+00:00,4G,Alfa,Mount Lebanon,El Meten,252
LTE,415,1,412,11088395,-1,35.6143,33.9242,1000,6,1,1727440914,1728676089,0,2024-09-27 12:41:54+00:00,2024-10-11 19:48:09+00:00,4G,Alfa,Mount Lebanon,El Meten,308
LTE,415,1,412,10528008,-1,35.6234,33.9247,1000,3,1,1727441004,1728676089,0,2024-09-27 12:43:24+00:00,2024-10-11 19:48:09+00:00,4G,Alfa,Mount Lebanon,El Meten,386
LTE,415,1,412,10569224,-1,35.6237,33.9256,1000,3,1,1727441014,1728676089,0,2024-09-27 12:43:34+00:00,2024-10-11 19:48:09+00:00,4G,Alfa,Mount Lebanon,El Meten,390
LTE,415,1,412,10559490,-1,35.6291,33.9263,1000,4,1,1727441074,1728676089,0,2024-09-27 12:44:34+00:00,2024-10-11 19:48:09+00:00,4G,Alfa,Mount Lebanon,El Meten,449
LTE,415,1,412,10570253,-1,35.6333,33.9259,1000,13,1,1727441084,1728676089,0,2024-09-27 12:44:44+00:00,2024-10-11 19:48:09+00:00,4G,Alfa,Mount Lebanon,El Meten,463
LTE,415,1,412,11107596,-1,35.6319,33.9211,1000,10,1,1727441214,1728676089,0,2024-09-27 12:46:54+00:00,2024-10-11 19:48:09+00:00,4G,Alfa,Mount Lebanon,El Meten,600
LTE,415,1,412,10581511,-1,35.6365,33.9203,1000,7,1,1727441254,1728676089,0,2024-09-27 12:47:34+00:00,2024-10-11 19:48:09+00:00,4G,Alfa,Mount Lebanon,El Meten,631
LTE,415,1,412,10608649,-1,35.6386,33.9192,1000,5,1,1727441274,1728676089,0,2024-09-27 12:47:54+00:00,2024-10-11 19:48:09+00:00,4G,Alfa,Mount Lebanon,El Meten,641
LTE,415,1,412,11081731,-1,35.644,33.9203,1000,3,1,1727441314,1728676089,0,2024-09-27 12:48:34+00:00,2024-10-11 19:48:09+00:00,4G,Alfa,Mount Lebanon,El Meten,681
LTE,415,1,412,11081730,-1,35.6474,33.9211,1000,6,1,1727441334,1728676089,0,2024-09-27 12:48:54+00:00,2024-10-11 19:48:09+00:00,4G,Alfa,Mount Lebanon,El Meten,711
LTE,415,1,312,10569995,-1,35.6536,33.9216,1000,3,1,1727441374,1728676089,0,2024-09-27 12:49:34+00:00,2024-10-11 19:48:09+00:00,4G,Alfa,Mount Lebanon,El Meten,741
LTE,415,1,312,10569996,-1,35.6558,33.9207,1000,7,1,1727441384,1728676089,0,2024-09-27 12:49:44+00:00,2024-10-11 19:48:09+00:00,4G,Alfa,Mount Lebanon,El Meten,748
UMTS,415,3,912,196796000,419,35.9208,33.8319,1000,6,1,1730874083,1730963763,0,2024-11-06 06:21:23+00:00,2024-11-07 07:16:03+00:00,3G,Touch,Bekaa,Zahle,934
UMTS,415,3,912,196785995,419,35.9211,33.8319,1000,2,1,1730874229,1730963762,0,2024-11-06 06:23:49+00:00,2024-11-07 07:16:02+00:00,3G,Touch,Bekaa,Zahle,934
UMTS,415,3,912,196786000,419,35.9211,33.8319,1000,2,1,1730876299,1730963763,0,2024-11-06 06:58:19+00:00,2024-11-07 07:16:03+00:00,3G,Touch,Bekaa,Zahle,934
UMTS,415,3,912,196795995,419,35.9211,33.8319,1000,1,1,1730876669,1730876669,0,2024-11-06 07:04:29+00:00,2024-11-06 07:04:29+00:00,3G,Touch,Bekaa,Zahle,934
UMTS,415,3,912,196785993,417,35.9211,33.8319,1000,1,1,1730881830,1730881830,0,2024-11-06 08:30:30+00:00,2024-11-06 08:30:30+00:00,3G,Touch,Bekaa,Zahle,934
UMTS,415,3,912,196795998,419,35.9211,33.8319,1000,1,1,1730887790,1730887790,0,2024-11-06 10:09:50+00:00,2024-11-06 10:09:50+00:00,3G,Touch,Bekaa,Zahle,934
LTE,415,3,805,1918471,-1,35.6257,33.9806,1000,4,1,1736903018,1738761722,0,2025-01-15 01:03:38+00:00,2025-02-05 13:22:02+00:00,4G,Touch,Mount Lebanon,Kesrwane,50
LTE,415,1,214,10519300,-1,35.5189,33.8456,1000,2,1,1736949352,1736969342,0,2025-01-15 13:55:52+00:00,2025-01-15 19:29:02+00:00,4G,Alfa,Mount Lebanon,Baabda,65
UMTS,415,1,9101,76609,193,35.5189,33.8456,1000,3,1,1736949352,1736969462,0,2025-01-15 13:55:52+00:00,2025-01-15 19:31:02+00:00,3G,Alfa,Mount Lebanon,Baabda,65
LTE,415,1,215,10523399,-1,35.5189,33.8456,1000,1,1,1736949362,1736949362,0,2025-01-15 13:56:02+00:00,2025-01-15 13:56:02+00:00,4G,Alfa,Mount Lebanon,Baabda,65
LTE,415,1,214,10605577,-1,35.5188,33.8458,1000,2,1,1736949402,1736969342,0,2025-01-15 13:56:42+00:00,2025-01-15 19:29:02+00:00,4G,Alfa,Mount Lebanon,Baabda,63
UMTS,415,1,9101,82347,153,35.5189,33.8457,1000,2,1,1736949422,1736969462,0,2025-01-15 13:57:02+00:00,2025-01-15 19:31:02+00:00,3G,Alfa,Mount Lebanon,Baabda,64
UMTS,415,1,9101,81609,193,35.5189,33.8457,1000,2,1,1736949462,1736969462,0,2025-01-15 13:57:42+00:00,2025-01-15 19:31:02+00:00,3G,Alfa,Mount Lebanon,Baabda,64
LTE,415,1,215,10523394,-1,35.5189,33.8458,1000,1,1,1736949482,1736949482,0,2025-01-15 13:58:02+00:00,2025-01-15 13:58:02+00:00,4G,Alfa,Mount Lebanon,Baabda,64
LTE,415,1,214,10577928,-1,35.5189,33.8455,1000,1,1,1736949541,1736949541,0,2025-01-15 13:59:01+00:00,2025-01-15 13:59:01+00:00,4G,Alfa,Mount Lebanon,Baabda,66
UMTS,415,1,214,10519300,0,35.5189,33.8458,1000,1,1,1736949531,1736949531,0,2025-01-15 13:58:51+00:00,2025-01-15 13:58:51+00:00,3G,Alfa,Mount Lebanon,Baabda,64
UMTS,415,1,3103,674482,497,35.5189,33.8455,1000,1,1,1736949551,1736949551,0,2025-01-15 13:59:11+00:00,2025-01-15 13:59:11+00:00,3G,Alfa,Mount Lebanon,Baabda,66
UMTS,415,1,3103,672462,0,35.5189,33.8455,1000,1,1,1736949551,1736949551,0,2025-01-15 13:59:11+00:00,2025-01-15 13:59:11+00:00,3G,Alfa,Mount Lebanon,Baabda,66
LTE,415,1,215,10523398,-1,35.5189,33.8455,1000,1,1,1736949601,1736949601,0,2025-01-15 14:00:01+00:00,2025-01-15 14:00:01+00:00,4G,Alfa,Mount Lebanon,Baabda,66
LTE,415,1,214,10518019,-1,35.5189,33.8455,1000,1,1,1736949611,1736949611,0,2025-01-15 14:00:11+00:00,2025-01-15 14:00:11+00:00,4G,Alfa,Mount Lebanon,Baabda,66
UMTS,415,3,914,19948861,125,35.8204,34.4341,1000,2,1,1736993266,1737013202,0,2025-01-16 02:07:46+00:00,2025-01-16 07:40:02+00:00,3G,Touch,North,Tripoli,24
GSM,415,1,6172,6610,-1,35.8375,34.4508,1000,10,1,1736993343,1737013261,0,2025-01-16 02:09:03+00:00,2025-01-16 07:41:01+00:00,2G,Alfa,North,Tripoli,29
UMTS,415,3,914,19947687,358,35.8401,34.4514,1000,3,1,1736993365,1737013261,0,2025-01-16 02:09:25+00:00,2025-01-16 07:41:01+00:00,3G,Touch,North,Tripoli,31
LTE,415,1,215,11084035,-1,35.4996,33.7735,1000,1,1,1737102900,1737102900,0,2025-01-17 08:35:00+00:00,2025-01-17 08:35:00+00:00,4G,Alfa,Mount Lebanon,Aley,315
UMTS,415,1,9101,103509,343,35.4996,33.7735,1000,1,1,1737102900,1737102900,0,2025-01-17 08:35:00+00:00,2025-01-17 08:35:00+00:00,3G,Alfa,Mount Lebanon,Aley,315
LTE,415,3,113,1835779,-1,35.5781,33.9051,1000,2,1,1737458820,1737484622,0,2025-01-21 11:27:00+00:00,2025-01-21 18:37:02+00:00,4G,Touch,Mount Lebanon,El Meten,35
UMTS,415,1,2104,559861,277,35.6491,34.0206,1000,6,1,1737536733,1737556622,0,2025-01-22 09:05:33+00:00,2025-01-22 14:37:02+00:00,3G,Alfa,Mount Lebanon,Kesrwane,201
UMTS,415,1,2104,560079,357,35.6494,34.0187,1000,3,1,1737536762,1737556622,0,2025-01-22 09:06:02+00:00,2025-01-22 14:37:02+00:00,3G,Alfa,Mount Lebanon,Kesrwane,172
UMTS,415,1,2104,560329,445,35.6487,34.018,1000,3,1,1737536780,1737556622,0,2025-01-22 09:06:20+00:00,2025-01-22 14:37:02+00:00,3G,Alfa,Mount Lebanon,Kesrwane,162
UMTS,415,1,2104,554311,161,35.6434,34.0128,1000,22,1,1737536894,1737584102,0,2025-01-22 09:08:14+00:00,2025-01-22 22:15:02+00:00,3G,Alfa,Mount Lebanon,Kesrwane,31
UMTS,415,1,2104,563061,348,35.6429,34.014,1000,2,1,1737536986,1737584102,0,2025-01-22 09:09:46+00:00,2025-01-22 22:15:02+00:00,3G,Alfa,Mount Lebanon,Kesrwane,44
UMTS,415,1,2104,563060,340,35.6451,34.0073,1000,9,1,1737537076,1737584102,0,2025-01-22 09:11:16+00:00,2025-01-22 22:15:02+00:00,3G,Alfa,Mount Lebanon,Kesrwane,34
UMTS,415,1,2104,560099,373,35.6452,34.0055,1000,6,1,1737537116,1737584102,0,2025-01-22 09:11:56+00:00,2025-01-22 22:15:02+00:00,3G,Alfa,Mount Lebanon,Kesrwane,37
UMTS,415,1,2104,560101,389,35.6445,34.0014,1000,12,1,1737537156,1737584102,0,2025-01-22 09:12:36+00:00,2025-01-22 22:15:02+00:00,3G,Alfa,Mount Lebanon,Kesrwane,30
UMTS,415,1,2104,555861,143,35.6156,33.9773,3533,25,1,1737537226,1737584102,0,2025-01-22 09:13:46+00:00,2025-01-22 22:15:02+00:00,3G,Alfa,Mount Lebanon,Kesrwane,70
UMTS,415,1,2104,560361,485,35.6411,33.9946,1000,5,1,1737537266,1737584102,0,2025-01-22 09:14:26+00:00,2025-01-22 22:15:02+00:00,3G,Alfa,Mount Lebanon,Kesrwane,30
UMTS,415,1,2104,560069,333,35.6393,33.9916,1000,9,1,1737537296,1737584102,0,2025-01-22 09:14:56+00:00,2025-01-22 22:15:02+00:00,3G,Alfa,Mount Lebanon,Kesrwane,31
UMTS,415,1,2104,560071,349,35.6386,33.9902,1000,4,1,1737537326,1737584102,0,2025-01-22 09:15:26+00:00,2025-01-22 22:15:02+00:00,3G,Alfa,Mount Lebanon,Kesrwane,33
UMTS,415,1,2104,559992,252,35.6383,33.9894,1000,4,1,1737537336,1737584102,0,2025-01-22 09:15:36+00:00,2025-01-22 22:15:02+00:00,3G,Alfa,Mount Lebanon,Kesrwane,34
UMTS,415,1,2104,554992,252,35.6372,33.9879,1000,6,1,1737537356,1737584102,0,2025-01-22 09:15:56+00:00,2025-01-22 22:15:02+00:00,3G,Alfa,Mount Lebanon,Kesrwane,30
UMTS,415,1,2104,561179,140,35.6353,33.9861,1000,3,1,1737537416,1737584102,0,2025-01-22 09:16:56+00:00,2025-01-22 22:15:02+00:00,3G,Alfa,Mount Lebanon,Kesrwane,31
UMTS,415,1,2104,556179,140,35.635,33.9858,1000,2,1,1737537426,1737584102,0,2025-01-22 09:17:06+00:00,2025-01-22 22:15:02+00:00,3G,Alfa,Mount Lebanon,Kesrwane,30
UMTS,415,1,2104,559979,204,35.633,33.9844,1000,8,1,1737537436,1737584102,0,2025-01-22 09:17:16+00:00,2025-01-22 22:15:02+00:00,3G,Alfa,Mount Lebanon,Kesrwane,32
UMTS,415,1,2104,561181,156,35.6338,33.9849,1000,1,1,1737537456,1737537456,0,2025-01-22 09:17:36+00:00,2025-01-22 09:17:36+00:00,3G,Alfa,Mount Lebanon,Kesrwane,32
UMTS,415,1,2104,561180,0,35.6338,33.9849,1000,1,1,1737537456,1737537456,0,2025-01-22 09:17:36+00:00,2025-01-22 09:17:36+00:00,3G,Alfa,Mount Lebanon,Kesrwane,32
UMTS,415,1,2104,556181,156,35.6334,33.9846,1000,1,1,1737537476,1737537476,0,2025-01-22 09:17:56+00:00,2025-01-22 09:17:56+00:00,3G,Alfa,Mount Lebanon,Kesrwane,33
UMTS,415,1,2104,556180,148,35.6298,33.9831,1000,8,1,1737537486,1737584102,0,2025-01-22 09:18:06+00:00,2025-01-22 22:15:02+00:00,3G,Alfa,Mount Lebanon,Kesrwane,35
UMTS,415,1,2104,554991,244,35.6296,33.983,1000,1,1,1737537576,1737537576,0,2025-01-22 09:19:36+00:00,2025-01-22 09:19:36+00:00,3G,Alfa,Mount Lebanon,Kesrwane,34
UMTS,415,1,2104,561819,452,35.627,33.9827,1000,5,1,1737537626,1737584102,0,2025-01-22 09:20:26+00:00,2025-01-22 22:15:02+00:00,3G,Alfa,Mount Lebanon,Kesrwane,31
UMTS,415,1,2104,561821,468,35.6243,33.9841,1000,8,1,1737537656,1737584102,0,2025-01-22 09:20:56+00:00,2025-01-22 22:15:02+00:00,3G,Alfa,Mount Lebanon,Kesrwane,28
UMTS,415,1,2104,560199,41,35.6181,33.9849,1000,12,1,1737537696,1737584102,0,2025-01-22 09:21:36+00:00,2025-01-22 22:15:02+00:00,3G,Alfa,Mount Lebanon,Kesrwane,34
UMTS,415,1,2104,561991,76,35.6199,33.9855,1000,4,1,1737537706,1737584102,0,2025-01-22 09:21:46+00:00,2025-01-22 22:15:02+00:00,3G,Alfa,Mount Lebanon,Kesrwane,30
UMTS,415,1,2104,560200,14,35.6156,33.9833,1000,5,1,1737537756,1737584102,0,2025-01-22 09:22:36+00:00,2025-01-22 22:15:02+00:00,3G,Alfa,Mount Lebanon,Kesrwane,38
UMTS,415,1,2104,560230,300,35.6149,33.9812,1000,6,1,1737537766,1737584102,0,2025-01-22 09:22:46+00:00,2025-01-22 22:15:02+00:00,3G,Alfa,Mount Lebanon,Kesrwane,40
UMTS,415,1,2104,560229,292,35.6136,33.978,1000,7,1,1737537816,1737584102,0,2025-01-22 09:23:36+00:00,2025-01-22 22:15:02+00:00,3G,Alfa,Mount Lebanon,Kesrwane,40
UMTS,415,1,2104,563052,0,35.606,33.9686,1000,3,1,1737537946,1737584102,0,2025-01-22 09:25:46+00:00,2025-01-22 22:15:02+00:00,3G,Alfa,Mount Lebanon,Kesrwane,40
UMTS,415,1,2104,555131,47,35.604,33.963,1000,15,1,1737537956,1737584102,0,2025-01-22 09:25:56+00:00,2025-01-22 22:15:02+00:00,3G,Alfa,Mount Lebanon,Kesrwane,38
UMTS,415,1,2104,542481,288,35.5992,33.957,1000,5,1,1737538046,1737584102,0,2025-01-22 09:27:26+00:00,2025-01-22 22:15:02+00:00,3G,Alfa,Mount Lebanon,Kesrwane,52
UMTS,415,1,2104,542480,280,35.5965,33.9561,1000,6,1,1737538056,1737584102,0,2025-01-22 09:27:36+00:00,2025-01-22 22:15:02+00:00,3G,Alfa,Mount Lebanon,El Meten,25
UMTS,415,1,2104,558050,154,35.5939,33.9539,1000,13,1,1737538066,1737584102,0,2025-01-22 09:27:46+00:00,2025-01-22 22:15:02+00:00,3G,Alfa,Mount Lebanon,El Meten,36
UMTS,415,1,2104,543519,110,35.593,33.9496,1000,6,1,1737538106,1758410883,0,2025-01-22 09:28:26+00:00,2025-09-20 23:28:03+00:00,3G,Alfa,Mount Lebanon,El Meten,35
UMTS,415,1,2104,538479,255,35.5923,33.9481,1000,3,1,1737538116,1737584102,0,2025-01-22 09:28:36+00:00,2025-01-22 22:15:02+00:00,3G,Alfa,Mount Lebanon,El Meten,29
UMTS,415,1,2104,543522,126,35.592,33.9469,1000,12,1,1737538136,1737584103,0,2025-01-22 09:28:56+00:00,2025-01-22 22:15:03+00:00,3G,Alfa,Mount Lebanon,El Meten,27
UMTS,415,1,2104,536249,344,35.5924,33.9468,1000,10,1,1737538166,1737584103,0,2025-01-22 09:29:26+00:00,2025-01-22 22:15:03+00:00,3G,Alfa,Mount Lebanon,El Meten,31
UMTS,415,1,8106,539601,141,35.5891,33.925,1000,8,1,1737561040,1737584103,0,2025-01-22 15:50:40+00:00,2025-01-22 22:15:03+00:00,3G,Alfa,Mount Lebanon,El Meten,40
UMTS,415,1,8106,540790,350,35.5891,33.9295,1000,15,1,1737561099,1749686045,0,2025-01-22 15:51:39+00:00,2025-06-11 23:54:05+00:00,3G,Alfa,Mount Lebanon,El Meten,33
UMTS,415,1,8106,535789,342,35.5919,33.9433,827,35,1,1737561139,1749686047,0,2025-01-22 15:52:19+00:00,2025-06-11 23:54:07+00:00,3G,Alfa,Mount Lebanon,El Meten,38
UMTS,415,1,8106,538479,255,35.5929,33.9451,1000,8,1,1737561229,1737584103,0,2025-01-22 15:53:49+00:00,2025-01-22 22:15:03+00:00,3G,Alfa,Mount Lebanon,El Meten,33
UMTS,415,1,8106,543481,303,35.5917,33.942,1000,4,1,1737561259,1737584103,0,2025-01-22 15:54:19+00:00,2025-01-22 22:15:03+00:00,3G,Alfa,Mount Lebanon,El Meten,40
UMTS,415,1,8106,542761,408,35.5919,33.9436,1000,2,1,1737561279,1737584103,0,2025-01-22 15:54:39+00:00,2025-01-22 22:15:03+00:00,3G,Alfa,Mount Lebanon,El Meten,41
UMTS,415,1,8106,543521,399,35.592,33.9439,1000,3,1,1737561279,1737584103,0,2025-01-22 15:54:39+00:00,2025-01-22 22:15:03+00:00,3G,Alfa,Mount Lebanon,El Meten,39
UMTS,415,1,8106,536249,344,35.593,33.946,1000,5,1,1737561299,1749686045,0,2025-01-22 15:54:59+00:00,2025-06-11 23:54:05+00:00,3G,Alfa,Mount Lebanon,El Meten,34
UMTS,415,1,8106,543522,126,35.593,33.947,1000,7,1,1737561309,1737584103,0,2025-01-22 15:55:09+00:00,2025-01-22 22:15:03+00:00,3G,Alfa,Mount Lebanon,El Meten,32
UMTS,415,1,8106,543519,110,35.5937,33.9494,1000,6,1,1737561389,1749686045,0,2025-01-22 15:56:29+00:00,2025-06-11 23:54:05+00:00,3G,Alfa,Mount Lebanon,El Meten,51
LTE,415,1,412,10501122,-1,35.5954,33.89,1000,9,1,1738242448,1738262344,0,2025-01-30 13:07:28+00:00,2025-01-30 18:39:04+00:00,4G,Alfa,Mount Lebanon,El Meten,315
LTE,415,1,412,10522375,-1,35.5969,33.889,1000,4,1,1738242480,1738262344,0,2025-01-30 13:08:00+00:00,2025-01-30 18:39:04+00:00,4G,Alfa,Mount Lebanon,El Meten,312
LTE,415,3,111,1897729,-1,35.5322,33.8755,1000,3,1,1738331204,1738351082,0,2025-01-31 13:46:44+00:00,2025-01-31 19:18:02+00:00,4G,Touch,Mount Lebanon,El Meten,40
